category,title,description,upvotes,has_images,hour,area,priority
sewage,Sewage issue in HSR Layout,sewer line choked. This is happening in HSR Layout near the landmark.,42,1,12,HSR Layout,high
sewage,Sewage issue in Koramangala,manhole lid is broken. This is happening in Koramangala near the landmark.,35,1,0,Koramangala,high
sewage,Sewage issue in Whitefield,sewer line choked. This is happening in Whitefield near the landmark.,46,1,0,Whitefield,high
sewage,Sewage issue in Koramangala,manhole lid is broken. This is happening in Koramangala near the landmark.,47,1,2,Koramangala,high
sewage,Sewage issue in HSR Layout,drainage water blocking path. This is happening in HSR Layout near the landmark.,40,0,6,HSR Layout,high
sewage,Sewage issue in Indiranagar,gutter water coming into house. This is happening in Indiranagar near the landmark.,7,0,4,Indiranagar,medium
sewage,Sewage issue in Indiranagar,overflowing drains near hospital. This is happening in Indiranagar near the landmark.,23,0,18,Indiranagar,medium
sewage,Sewage issue in Koramangala,manhole lid is broken. This is happening in Koramangala near the landmark.,30,0,9,Koramangala,high
sewage,Sewage issue in Koramangala,sewage overflow on road. This is happening in Koramangala near the landmark.,20,1,5,Koramangala,medium
sewage,Sewage issue in Jayanagar,underground drainage system failed. This is happening in Jayanagar near the landmark.,3,0,17,Jayanagar,medium
sewage,Sewage issue in Whitefield,sewage overflow on road. This is happening in Whitefield near the landmark.,23,1,17,Whitefield,medium
sewage,Sewage issue in Jayanagar,stagnant sewage water on street. This is happening in Jayanagar near the landmark.,41,0,8,Jayanagar,high
sewage,Sewage issue in Malleshwaram,underground drainage system failed. This is happening in Malleshwaram near the landmark.,37,0,22,Malleshwaram,high
sewage,Sewage issue in Whitefield,sewage overflow on road. This is happening in Whitefield near the landmark.,24,1,18,Whitefield,medium
sewage,Sewage issue in Jayanagar,toxic smell from open drainage. This is happening in Jayanagar near the landmark.,28,1,23,Jayanagar,high
sewage,Sewage issue in Whitefield,"manhole uncovered, very bad smell. This is happening in Whitefield near the landmark.",39,0,16,Whitefield,high
sewage,Sewage issue in Jayanagar,manhole lid is broken. This is happening in Jayanagar near the landmark.,15,1,0,Jayanagar,medium
sewage,Sewage issue in Koramangala,manhole lid is broken. This is happening in Koramangala near the landmark.,49,1,1,Koramangala,high
sewage,Sewage issue in MG Road,stagnant sewage water on street. This is happening in MG Road near the landmark.,7,0,9,MG Road,medium
sewage,Sewage issue in Whitefield,gutter water coming into house. This is happening in Whitefield near the landmark.,14,0,16,Whitefield,medium
sewage,Sewage issue in Koramangala,underground drainage system failed. This is happening in Koramangala near the landmark.,46,0,7,Koramangala,high
sewage,Sewage issue in Jayanagar,"manhole uncovered, very bad smell. This is happening in Jayanagar near the landmark.",2,0,4,Jayanagar,medium
sewage,Sewage issue in HSR Layout,gutter water coming into house. This is happening in HSR Layout near the landmark.,37,0,15,HSR Layout,high
sewage,Sewage issue in MG Road,sewage overflow on road. This is happening in MG Road near the landmark.,35,1,6,MG Road,high
sewage,Sewage issue in Malleshwaram,manhole lid is broken. This is happening in Malleshwaram near the landmark.,39,1,2,Malleshwaram,high
sewage,Sewage issue in Malleshwaram,"manhole uncovered, very bad smell. This is happening in Malleshwaram near the landmark.",3,0,15,Malleshwaram,medium
sewage,Sewage issue in Indiranagar,"manhole uncovered, very bad smell. This is happening in Indiranagar near the landmark.",10,0,10,Indiranagar,medium
sewage,Sewage issue in MG Road,stagnant sewage water on street. This is happening in MG Road near the landmark.,33,1,19,MG Road,high
sewage,Sewage issue in Jayanagar,overflowing drains near hospital. This is happening in Jayanagar near the landmark.,0,1,23,Jayanagar,medium
sewage,Sewage issue in Indiranagar,underground drainage system failed. This is happening in Indiranagar near the landmark.,6,0,16,Indiranagar,medium
sewage,Sewage issue in Indiranagar,sewage overflow on road. This is happening in Indiranagar near the landmark.,18,1,23,Indiranagar,medium
sewage,Sewage issue in Malleshwaram,manhole lid is broken. This is happening in Malleshwaram near the landmark.,46,1,5,Malleshwaram,high
sewage,Sewage issue in MG Road,sewage overflow on road. This is happening in MG Road near the landmark.,28,0,13,MG Road,high
sewage,Sewage issue in Jayanagar,drainage water blocking path. This is happening in Jayanagar near the landmark.,5,0,6,Jayanagar,medium
sewage,Sewage issue in Indiranagar,sewage overflow on road. This is happening in Indiranagar near the landmark.,50,0,16,Indiranagar,high
sewage,Sewage issue in Indiranagar,manhole lid is broken. This is happening in Indiranagar near the landmark.,35,0,6,Indiranagar,high
sewage,Sewage issue in MG Road,sewage overflow on road. This is happening in MG Road near the landmark.,4,1,6,MG Road,medium
sewage,Sewage issue in Indiranagar,"manhole uncovered, very bad smell. This is happening in Indiranagar near the landmark.",14,1,17,Indiranagar,medium
sewage,Sewage issue in Jayanagar,overflowing drains near hospital. This is happening in Jayanagar near the landmark.,50,0,19,Jayanagar,high
sewage,Sewage issue in Indiranagar,sewer line choked. This is happening in Indiranagar near the landmark.,31,1,7,Indiranagar,high
sewage,Sewage issue in Jayanagar,gutter water coming into house. This is happening in Jayanagar near the landmark.,43,1,9,Jayanagar,high
sewage,Sewage issue in Koramangala,sewer line choked. This is happening in Koramangala near the landmark.,42,0,20,Koramangala,high
sewage,Sewage issue in MG Road,sewer line choked. This is happening in MG Road near the landmark.,16,1,10,MG Road,medium
sewage,Sewage issue in MG Road,toxic smell from open drainage. This is happening in MG Road near the landmark.,43,1,3,MG Road,high
sewage,Sewage issue in Whitefield,"manhole uncovered, very bad smell. This is happening in Whitefield near the landmark.",45,0,20,Whitefield,high
sewage,Sewage issue in Koramangala,gutter water coming into house. This is happening in Koramangala near the landmark.,1,1,8,Koramangala,medium
sewage,Sewage issue in Koramangala,"manhole uncovered, very bad smell. This is happening in Koramangala near the landmark.",12,0,18,Koramangala,medium
sewage,Sewage issue in Koramangala,toxic smell from open drainage. This is happening in Koramangala near the landmark.,38,0,14,Koramangala,high
sewage,Sewage issue in MG Road,"manhole uncovered, very bad smell. This is happening in MG Road near the landmark.",48,1,16,MG Road,high
sewage,Sewage issue in Malleshwaram,sewer line choked. This is happening in Malleshwaram near the landmark.,12,1,10,Malleshwaram,medium
sewage,Sewage issue in Indiranagar,manhole lid is broken. This is happening in Indiranagar near the landmark.,36,1,1,Indiranagar,high
sewage,Sewage issue in Whitefield,overflowing drains near hospital. This is happening in Whitefield near the landmark.,24,0,7,Whitefield,medium
sewage,Sewage issue in Malleshwaram,overflowing drains near hospital. This is happening in Malleshwaram near the landmark.,31,1,7,Malleshwaram,high
sewage,Sewage issue in Whitefield,sewer line choked. This is happening in Whitefield near the landmark.,22,0,2,Whitefield,medium
sewage,Sewage issue in Malleshwaram,gutter water coming into house. This is happening in Malleshwaram near the landmark.,28,1,3,Malleshwaram,high
sewage,Sewage issue in MG Road,stagnant sewage water on street. This is happening in MG Road near the landmark.,40,1,17,MG Road,high
sewage,Sewage issue in HSR Layout,sewage overflow on road. This is happening in HSR Layout near the landmark.,1,0,12,HSR Layout,medium
sewage,Sewage issue in Indiranagar,gutter water coming into house. This is happening in Indiranagar near the landmark.,21,0,23,Indiranagar,medium
sewage,Sewage issue in Malleshwaram,drainage water blocking path. This is happening in Malleshwaram near the landmark.,34,1,15,Malleshwaram,high
sewage,Sewage issue in MG Road,drainage water blocking path. This is happening in MG Road near the landmark.,41,0,2,MG Road,high
sewage,Sewage issue in Jayanagar,gutter water coming into house. This is happening in Jayanagar near the landmark.,44,1,13,Jayanagar,high
sewage,Sewage issue in Koramangala,stagnant sewage water on street. This is happening in Koramangala near the landmark.,38,0,14,Koramangala,high
sewage,Sewage issue in Malleshwaram,sewage overflow on road. This is happening in Malleshwaram near the landmark.,1,1,1,Malleshwaram,medium
sewage,Sewage issue in Indiranagar,sewer line choked. This is happening in Indiranagar near the landmark.,25,1,20,Indiranagar,medium
sewage,Sewage issue in Malleshwaram,"manhole uncovered, very bad smell. This is happening in Malleshwaram near the landmark.",24,0,22,Malleshwaram,medium
sewage,Sewage issue in Koramangala,toxic smell from open drainage. This is happening in Koramangala near the landmark.,43,1,3,Koramangala,high
sewage,Sewage issue in Koramangala,manhole lid is broken. This is happening in Koramangala near the landmark.,35,1,2,Koramangala,high
sewage,Sewage issue in Indiranagar,stagnant sewage water on street. This is happening in Indiranagar near the landmark.,15,0,14,Indiranagar,medium
sewage,Sewage issue in Malleshwaram,underground drainage system failed. This is happening in Malleshwaram near the landmark.,49,1,0,Malleshwaram,high
sewage,Sewage issue in HSR Layout,sewer line choked. This is happening in HSR Layout near the landmark.,6,1,10,HSR Layout,medium
sewage,Sewage issue in Whitefield,toxic smell from open drainage. This is happening in Whitefield near the landmark.,26,0,13,Whitefield,high
sewage,Sewage issue in MG Road,drainage water blocking path. This is happening in MG Road near the landmark.,15,1,4,MG Road,medium
sewage,Sewage issue in Jayanagar,"manhole uncovered, very bad smell. This is happening in Jayanagar near the landmark.",18,1,2,Jayanagar,medium
sewage,Sewage issue in Indiranagar,gutter water coming into house. This is happening in Indiranagar near the landmark.,9,0,3,Indiranagar,medium
sewage,Sewage issue in Malleshwaram,overflowing drains near hospital. This is happening in Malleshwaram near the landmark.,6,0,15,Malleshwaram,medium
sewage,Sewage issue in Malleshwaram,sewer line choked. This is happening in Malleshwaram near the landmark.,19,1,23,Malleshwaram,medium
sewage,Sewage issue in Koramangala,drainage water blocking path. This is happening in Koramangala near the landmark.,24,0,16,Koramangala,medium
sewage,Sewage issue in Whitefield,toxic smell from open drainage. This is happening in Whitefield near the landmark.,0,1,12,Whitefield,medium
sewage,Sewage issue in Jayanagar,toxic smell from open drainage. This is happening in Jayanagar near the landmark.,26,1,22,Jayanagar,high
sewage,Sewage issue in Whitefield,drainage water blocking path. This is happening in Whitefield near the landmark.,47,0,10,Whitefield,high
sewage,Sewage issue in Jayanagar,sewage overflow on road. This is happening in Jayanagar near the landmark.,8,1,23,Jayanagar,medium
sewage,Sewage issue in Malleshwaram,underground drainage system failed. This is happening in Malleshwaram near the landmark.,43,1,13,Malleshwaram,high
sewage,Sewage issue in Indiranagar,underground drainage system failed. This is happening in Indiranagar near the landmark.,20,1,3,Indiranagar,medium
sewage,Sewage issue in HSR Layout,sewer line choked. This is happening in HSR Layout near the landmark.,21,1,11,HSR Layout,medium
sewage,Sewage issue in Koramangala,gutter water coming into house. This is happening in Koramangala near the landmark.,49,0,10,Koramangala,high
sewage,Sewage issue in Koramangala,underground drainage system failed. This is happening in Koramangala near the landmark.,24,1,7,Koramangala,medium
sewage,Sewage issue in MG Road,manhole lid is broken. This is happening in MG Road near the landmark.,39,1,7,MG Road,high
sewage,Sewage issue in Jayanagar,stagnant sewage water on street. This is happening in Jayanagar near the landmark.,12,0,7,Jayanagar,medium
sewage,Sewage issue in Whitefield,"manhole uncovered, very bad smell. This is happening in Whitefield near the landmark.",9,0,10,Whitefield,medium
sewage,Sewage issue in Jayanagar,stagnant sewage water on street. This is happening in Jayanagar near the landmark.,23,0,5,Jayanagar,medium
sewage,Sewage issue in HSR Layout,gutter water coming into house. This is happening in HSR Layout near the landmark.,27,1,10,HSR Layout,high
sewage,Sewage issue in Whitefield,stagnant sewage water on street. This is happening in Whitefield near the landmark.,29,0,17,Whitefield,high
sewage,Sewage issue in HSR Layout,toxic smell from open drainage. This is happening in HSR Layout near the landmark.,6,0,23,HSR Layout,medium
park,Park issue in Whitefield,"garden not maintained, plants dying. This is happening in Whitefield near the landmark.",23,0,6,Whitefield,medium
park,Park issue in HSR Layout,play area for kids is broken. This is happening in HSR Layout near the landmark.,49,0,4,HSR Layout,high
park,Park issue in Koramangala,garbage inside the garden area. This is happening in Koramangala near the landmark.,30,1,14,Koramangala,high
park,Park issue in Malleshwaram,"garden not maintained, plants dying. This is happening in Malleshwaram near the landmark.",4,0,12,Malleshwaram,low
park,Park issue in Jayanagar,park lights not working. This is happening in Jayanagar near the landmark.,30,0,20,Jayanagar,high
park,Park issue in Malleshwaram,illegal activities in park due to no security. This is happening in Malleshwaram near the landmark.,39,0,4,Malleshwaram,high
park,Park issue in Malleshwaram,play area for kids is broken. This is happening in Malleshwaram near the landmark.,42,1,15,Malleshwaram,high
park,Park issue in Jayanagar,garbage inside the garden area. This is happening in Jayanagar near the landmark.,18,1,0,Jayanagar,medium
park,Park issue in Indiranagar,garbage inside the garden area. This is happening in Indiranagar near the landmark.,23,1,10,Indiranagar,medium
park,Park issue in Indiranagar,play area for kids is broken. This is happening in Indiranagar near the landmark.,25,0,0,Indiranagar,medium
park,Park issue in HSR Layout,"garden not maintained, plants dying. This is happening in HSR Layout near the landmark.",48,0,20,HSR Layout,high
park,Park issue in Whitefield,"garden not maintained, plants dying. This is happening in Whitefield near the landmark.",38,1,19,Whitefield,high
park,Park issue in Jayanagar,park gate is broken. This is happening in Jayanagar near the landmark.,13,0,16,Jayanagar,medium
park,Park issue in Indiranagar,park lights not working. This is happening in Indiranagar near the landmark.,10,0,13,Indiranagar,medium
park,Park issue in Whitefield,play area for kids is broken. This is happening in Whitefield near the landmark.,36,1,13,Whitefield,high
park,Park issue in Whitefield,fountain not working for months. This is happening in Whitefield near the landmark.,38,0,13,Whitefield,high
park,Park issue in HSR Layout,garbage inside the garden area. This is happening in HSR Layout near the landmark.,12,0,1,HSR Layout,medium
park,Park issue in HSR Layout,"garden not maintained, plants dying. This is happening in HSR Layout near the landmark.",40,1,23,HSR Layout,high
park,Park issue in Indiranagar,fountain not working for months. This is happening in Indiranagar near the landmark.,26,0,17,Indiranagar,high
park,Park issue in Jayanagar,garbage inside the garden area. This is happening in Jayanagar near the landmark.,4,1,11,Jayanagar,low
park,Park issue in Koramangala,park lights not working. This is happening in Koramangala near the landmark.,38,0,17,Koramangala,high
park,Park issue in Malleshwaram,garbage inside the garden area. This is happening in Malleshwaram near the landmark.,42,1,16,Malleshwaram,high
park,Park issue in Jayanagar,park lights not working. This is happening in Jayanagar near the landmark.,26,1,19,Jayanagar,high
park,Park issue in MG Road,park bench is broken. This is happening in MG Road near the landmark.,48,0,16,MG Road,high
park,Park issue in MG Road,park lights not working. This is happening in MG Road near the landmark.,31,1,3,MG Road,high
park,Park issue in Malleshwaram,weed overgrowth in public park. This is happening in Malleshwaram near the landmark.,39,0,22,Malleshwaram,high
park,Park issue in MG Road,illegal activities in park due to no security. This is happening in MG Road near the landmark.,15,1,20,MG Road,medium
park,Park issue in MG Road,play area for kids is broken. This is happening in MG Road near the landmark.,45,0,5,MG Road,high
park,Park issue in Indiranagar,park gate is broken. This is happening in Indiranagar near the landmark.,23,0,0,Indiranagar,medium
park,Park issue in Koramangala,play area for kids is broken. This is happening in Koramangala near the landmark.,37,1,15,Koramangala,high
park,Park issue in Indiranagar,play area for kids is broken. This is happening in Indiranagar near the landmark.,9,0,8,Indiranagar,medium
park,Park issue in HSR Layout,illegal activities in park due to no security. This is happening in HSR Layout near the landmark.,28,0,2,HSR Layout,high
park,Park issue in Malleshwaram,"garden not maintained, plants dying. This is happening in Malleshwaram near the landmark.",1,0,23,Malleshwaram,low
park,Park issue in HSR Layout,weed overgrowth in public park. This is happening in HSR Layout near the landmark.,4,1,7,HSR Layout,low
park,Park issue in Jayanagar,jogging track is damaged. This is happening in Jayanagar near the landmark.,46,1,1,Jayanagar,high
park,Park issue in Malleshwaram,jogging track is damaged. This is happening in Malleshwaram near the landmark.,0,1,10,Malleshwaram,low
park,Park issue in MG Road,garbage inside the garden area. This is happening in MG Road near the landmark.,31,1,16,MG Road,high
park,Park issue in HSR Layout,illegal activities in park due to no security. This is happening in HSR Layout near the landmark.,44,1,7,HSR Layout,high
park,Park issue in Indiranagar,illegal activities in park due to no security. This is happening in Indiranagar near the landmark.,13,1,18,Indiranagar,medium
park,Park issue in Whitefield,garbage inside the garden area. This is happening in Whitefield near the landmark.,13,1,17,Whitefield,medium
park,Park issue in Whitefield,fountain not working for months. This is happening in Whitefield near the landmark.,28,0,19,Whitefield,high
park,Park issue in Malleshwaram,park bench is broken. This is happening in Malleshwaram near the landmark.,42,0,15,Malleshwaram,high
park,Park issue in Whitefield,fountain not working for months. This is happening in Whitefield near the landmark.,16,1,11,Whitefield,medium
park,Park issue in MG Road,play area for kids is broken. This is happening in MG Road near the landmark.,21,0,5,MG Road,medium
park,Park issue in Malleshwaram,fountain not working for months. This is happening in Malleshwaram near the landmark.,41,0,22,Malleshwaram,high
park,Park issue in Whitefield,illegal activities in park due to no security. This is happening in Whitefield near the landmark.,22,1,9,Whitefield,medium
park,Park issue in Indiranagar,fountain not working for months. This is happening in Indiranagar near the landmark.,5,1,10,Indiranagar,medium
park,Park issue in MG Road,jogging track is damaged. This is happening in MG Road near the landmark.,12,1,20,MG Road,medium
park,Park issue in Koramangala,garbage inside the garden area. This is happening in Koramangala near the landmark.,3,1,13,Koramangala,low
park,Park issue in HSR Layout,park lights not working. This is happening in HSR Layout near the landmark.,46,1,4,HSR Layout,high
park,Park issue in Koramangala,illegal activities in park due to no security. This is happening in Koramangala near the landmark.,33,0,3,Koramangala,high
park,Park issue in MG Road,park lights not working. This is happening in MG Road near the landmark.,41,0,12,MG Road,high
park,Park issue in Jayanagar,fountain not working for months. This is happening in Jayanagar near the landmark.,4,1,12,Jayanagar,low
park,Park issue in HSR Layout,jogging track is damaged. This is happening in HSR Layout near the landmark.,7,0,4,HSR Layout,medium
park,Park issue in Whitefield,"garden not maintained, plants dying. This is happening in Whitefield near the landmark.",26,1,23,Whitefield,high
park,Park issue in Koramangala,weed overgrowth in public park. This is happening in Koramangala near the landmark.,20,1,1,Koramangala,medium
park,Park issue in HSR Layout,jogging track is damaged. This is happening in HSR Layout near the landmark.,10,0,4,HSR Layout,medium
park,Park issue in Whitefield,fountain not working for months. This is happening in Whitefield near the landmark.,4,1,4,Whitefield,low
park,Park issue in Whitefield,garbage inside the garden area. This is happening in Whitefield near the landmark.,47,0,15,Whitefield,high
park,Park issue in Jayanagar,illegal activities in park due to no security. This is happening in Jayanagar near the landmark.,15,1,2,Jayanagar,medium
park,Park issue in MG Road,weed overgrowth in public park. This is happening in MG Road near the landmark.,34,0,5,MG Road,high
park,Park issue in HSR Layout,play area for kids is broken. This is happening in HSR Layout near the landmark.,18,0,2,HSR Layout,medium
park,Park issue in Jayanagar,jogging track is damaged. This is happening in Jayanagar near the landmark.,5,1,7,Jayanagar,medium
park,Park issue in MG Road,park gate is broken. This is happening in MG Road near the landmark.,49,0,2,MG Road,high
park,Park issue in Jayanagar,garbage inside the garden area. This is happening in Jayanagar near the landmark.,39,1,22,Jayanagar,high
park,Park issue in Indiranagar,park gate is broken. This is happening in Indiranagar near the landmark.,12,0,19,Indiranagar,medium
park,Park issue in Malleshwaram,"garden not maintained, plants dying. This is happening in Malleshwaram near the landmark.",43,1,6,Malleshwaram,high
park,Park issue in MG Road,"garden not maintained, plants dying. This is happening in MG Road near the landmark.",50,1,20,MG Road,high
park,Park issue in MG Road,garbage inside the garden area. This is happening in MG Road near the landmark.,24,1,23,MG Road,medium
park,Park issue in Indiranagar,jogging track is damaged. This is happening in Indiranagar near the landmark.,0,1,18,Indiranagar,low
park,Park issue in Whitefield,weed overgrowth in public park. This is happening in Whitefield near the landmark.,33,0,9,Whitefield,high
park,Park issue in HSR Layout,fountain not working for months. This is happening in HSR Layout near the landmark.,46,1,22,HSR Layout,high
park,Park issue in Malleshwaram,park gate is broken. This is happening in Malleshwaram near the landmark.,49,1,11,Malleshwaram,high
park,Park issue in Malleshwaram,garbage inside the garden area. This is happening in Malleshwaram near the landmark.,15,1,20,Malleshwaram,medium
park,Park issue in Whitefield,fountain not working for months. This is happening in Whitefield near the landmark.,6,0,8,Whitefield,medium
park,Park issue in Whitefield,weed overgrowth in public park. This is happening in Whitefield near the landmark.,5,0,6,Whitefield,medium
park,Park issue in Jayanagar,park bench is broken. This is happening in Jayanagar near the landmark.,41,1,2,Jayanagar,high
park,Park issue in Jayanagar,jogging track is damaged. This is happening in Jayanagar near the landmark.,9,0,10,Jayanagar,medium
park,Park issue in Jayanagar,fountain not working for months. This is happening in Jayanagar near the landmark.,31,0,12,Jayanagar,high
park,Park issue in Whitefield,fountain not working for months. This is happening in Whitefield near the landmark.,1,0,19,Whitefield,low
park,Park issue in Koramangala,park gate is broken. This is happening in Koramangala near the landmark.,46,0,2,Koramangala,high
park,Park issue in Whitefield,park lights not working. This is happening in Whitefield near the landmark.,38,0,11,Whitefield,high
park,Park issue in Koramangala,play area for kids is broken. This is happening in Koramangala near the landmark.,33,1,10,Koramangala,high
park,Park issue in Koramangala,jogging track is damaged. This is happening in Koramangala near the landmark.,22,1,13,Koramangala,medium
park,Park issue in Whitefield,play area for kids is broken. This is happening in Whitefield near the landmark.,36,0,22,Whitefield,high
park,Park issue in Malleshwaram,play area for kids is broken. This is happening in Malleshwaram near the landmark.,34,1,4,Malleshwaram,high
park,Park issue in MG Road,park gate is broken. This is happening in MG Road near the landmark.,7,1,3,MG Road,medium
park,Park issue in Whitefield,garbage inside the garden area. This is happening in Whitefield near the landmark.,30,0,1,Whitefield,high
park,Park issue in MG Road,park lights not working. This is happening in MG Road near the landmark.,39,0,21,MG Road,high
park,Park issue in Jayanagar,park gate is broken. This is happening in Jayanagar near the landmark.,16,0,11,Jayanagar,medium
park,Park issue in Jayanagar,play area for kids is broken. This is happening in Jayanagar near the landmark.,44,0,8,Jayanagar,high
park,Park issue in Whitefield,illegal activities in park due to no security. This is happening in Whitefield near the landmark.,28,1,6,Whitefield,high
park,Park issue in HSR Layout,"garden not maintained, plants dying. This is happening in HSR Layout near the landmark.",36,1,11,HSR Layout,high
park,Park issue in Indiranagar,park lights not working. This is happening in Indiranagar near the landmark.,38,0,15,Indiranagar,high
park,Park issue in Whitefield,park lights not working. This is happening in Whitefield near the landmark.,28,1,11,Whitefield,high
park,Park issue in HSR Layout,park bench is broken. This is happening in HSR Layout near the landmark.,36,1,4,HSR Layout,high
park,Park issue in MG Road,park lights not working. This is happening in MG Road near the landmark.,28,0,12,MG Road,high
park,Park issue in Whitefield,park gate is broken. This is happening in Whitefield near the landmark.,25,1,13,Whitefield,medium
park,Park issue in Koramangala,park lights not working. This is happening in Koramangala near the landmark.,17,0,7,Koramangala,medium
park,Park issue in Malleshwaram,illegal activities in park due to no security. This is happening in Malleshwaram near the landmark.,32,0,19,Malleshwaram,high
park,Park issue in MG Road,park gate is broken. This is happening in MG Road near the landmark.,11,0,20,MG Road,medium
park,Park issue in Koramangala,weed overgrowth in public park. This is happening in Koramangala near the landmark.,30,1,6,Koramangala,high
park,Park issue in Koramangala,illegal activities in park due to no security. This is happening in Koramangala near the landmark.,25,0,20,Koramangala,medium
park,Park issue in Indiranagar,"garden not maintained, plants dying. This is happening in Indiranagar near the landmark.",46,1,9,Indiranagar,high
park,Park issue in MG Road,park lights not working. This is happening in MG Road near the landmark.,0,1,13,MG Road,low
park,Park issue in MG Road,weed overgrowth in public park. This is happening in MG Road near the landmark.,1,1,8,MG Road,low
park,Park issue in Indiranagar,play area for kids is broken. This is happening in Indiranagar near the landmark.,39,1,0,Indiranagar,high
park,Park issue in Koramangala,play area for kids is broken. This is happening in Koramangala near the landmark.,15,1,8,Koramangala,medium
park,Park issue in Koramangala,illegal activities in park due to no security. This is happening in Koramangala near the landmark.,27,1,7,Koramangala,high
park,Park issue in Malleshwaram,garbage inside the garden area. This is happening in Malleshwaram near the landmark.,0,0,13,Malleshwaram,low
park,Park issue in Malleshwaram,illegal activities in park due to no security. This is happening in Malleshwaram near the landmark.,7,1,10,Malleshwaram,medium
park,Park issue in Malleshwaram,play area for kids is broken. This is happening in Malleshwaram near the landmark.,48,1,16,Malleshwaram,high
park,Park issue in Indiranagar,fountain not working for months. This is happening in Indiranagar near the landmark.,20,0,14,Indiranagar,medium
park,Park issue in HSR Layout,park bench is broken. This is happening in HSR Layout near the landmark.,32,1,10,HSR Layout,high
park,Park issue in Jayanagar,park gate is broken. This is happening in Jayanagar near the landmark.,21,1,0,Jayanagar,medium
park,Park issue in HSR Layout,park gate is broken. This is happening in HSR Layout near the landmark.,44,1,13,HSR Layout,high
park,Park issue in Jayanagar,park gate is broken. This is happening in Jayanagar near the landmark.,16,0,22,Jayanagar,medium
park,Park issue in Whitefield,jogging track is damaged. This is happening in Whitefield near the landmark.,41,1,19,Whitefield,high
park,Park issue in Jayanagar,illegal activities in park due to no security. This is happening in Jayanagar near the landmark.,15,0,11,Jayanagar,medium
park,Park issue in MG Road,weed overgrowth in public park. This is happening in MG Road near the landmark.,2,0,2,MG Road,low
park,Park issue in MG Road,fountain not working for months. This is happening in MG Road near the landmark.,15,1,18,MG Road,medium
park,Park issue in Whitefield,illegal activities in park due to no security. This is happening in Whitefield near the landmark.,33,1,22,Whitefield,high
park,Park issue in Koramangala,"garden not maintained, plants dying. This is happening in Koramangala near the landmark.",20,0,17,Koramangala,medium
park,Park issue in MG Road,weed overgrowth in public park. This is happening in MG Road near the landmark.,12,1,0,MG Road,medium
park,Park issue in Koramangala,jogging track is damaged. This is happening in Koramangala near the landmark.,19,1,0,Koramangala,medium
park,Park issue in Malleshwaram,park bench is broken. This is happening in Malleshwaram near the landmark.,0,0,13,Malleshwaram,low
park,Park issue in MG Road,jogging track is damaged. This is happening in MG Road near the landmark.,20,0,5,MG Road,medium
park,Park issue in Jayanagar,play area for kids is broken. This is happening in Jayanagar near the landmark.,20,0,10,Jayanagar,medium
park,Park issue in Indiranagar,weed overgrowth in public park. This is happening in Indiranagar near the landmark.,21,0,8,Indiranagar,medium
park,Park issue in HSR Layout,"garden not maintained, plants dying. This is happening in HSR Layout near the landmark.",17,0,3,HSR Layout,medium
park,Park issue in Jayanagar,weed overgrowth in public park. This is happening in Jayanagar near the landmark.,35,0,2,Jayanagar,high
park,Park issue in Koramangala,park bench is broken. This is happening in Koramangala near the landmark.,15,0,12,Koramangala,medium
park,Park issue in Jayanagar,park gate is broken. This is happening in Jayanagar near the landmark.,13,1,10,Jayanagar,medium
park,Park issue in Koramangala,illegal activities in park due to no security. This is happening in Koramangala near the landmark.,22,1,18,Koramangala,medium
park,Park issue in Malleshwaram,park gate is broken. This is happening in Malleshwaram near the landmark.,44,0,6,Malleshwaram,high
park,Park issue in HSR Layout,park bench is broken. This is happening in HSR Layout near the landmark.,32,0,2,HSR Layout,high
park,Park issue in Malleshwaram,jogging track is damaged. This is happening in Malleshwaram near the landmark.,42,1,13,Malleshwaram,high
park,Park issue in Whitefield,park lights not working. This is happening in Whitefield near the landmark.,5,0,6,Whitefield,medium
park,Park issue in Whitefield,illegal activities in park due to no security. This is happening in Whitefield near the landmark.,34,0,1,Whitefield,high
park,Park issue in Malleshwaram,play area for kids is broken. This is happening in Malleshwaram near the landmark.,48,0,6,Malleshwaram,high
park,Park issue in HSR Layout,play area for kids is broken. This is happening in HSR Layout near the landmark.,21,1,19,HSR Layout,medium
park,Park issue in Whitefield,"garden not maintained, plants dying. This is happening in Whitefield near the landmark.",6,0,1,Whitefield,medium
park,Park issue in Koramangala,jogging track is damaged. This is happening in Koramangala near the landmark.,39,0,8,Koramangala,high
park,Park issue in Malleshwaram,weed overgrowth in public park. This is happening in Malleshwaram near the landmark.,17,0,4,Malleshwaram,medium
park,Park issue in MG Road,"garden not maintained, plants dying. This is happening in MG Road near the landmark.",32,1,10,MG Road,high
park,Park issue in Indiranagar,fountain not working for months. This is happening in Indiranagar near the landmark.,26,0,12,Indiranagar,high
park,Park issue in MG Road,"garden not maintained, plants dying. This is happening in MG Road near the landmark.",25,0,4,MG Road,medium
park,Park issue in Malleshwaram,garbage inside the garden area. This is happening in Malleshwaram near the landmark.,45,1,1,Malleshwaram,high
park,Park issue in Indiranagar,park bench is broken. This is happening in Indiranagar near the landmark.,30,0,22,Indiranagar,high
park,Park issue in Koramangala,"garden not maintained, plants dying. This is happening in Koramangala near the landmark.",14,1,6,Koramangala,medium
park,Park issue in MG Road,play area for kids is broken. This is happening in MG Road near the landmark.,33,1,5,MG Road,high
